,GM,P,Phase,T,X(C),X(FE),"Y(FCC_A1,0,FE)","Y(FCC_A1,1,C)","Y(FCC_A1,1,VA)"
1891,1947.4723688940082,774263682.6811278,FCC_A1,1100.0,0.49999639892742553,0.5000036010725746,1.0,0.999985595813443,1.4404186557041994e-05
1892,1935.218395167584,774263682.6811278,FCC_A1,1100.0,0.49995971189621186,0.500040288103788,1.0,0.999838860568852,0.00016113943114795374
1893,-310.421735128028,774263682.6811278,FCC_A1,1100.0,0.4904128356001277,0.5095871643998723,1.0,0.9623728183532141,0.0376271816467859
1894,1948.8498475427305,774263682.6811278,FCC_A1,1100.0,0.49999999991629346,0.5000000000837066,1.0,0.9999999996651738,3.3482614281024546e-10
1895,1584.598818404983,774263682.6811278,FCC_A1,1100.0,0.49867081356849896,0.5013291864315012,1.0,0.9946973506930152,0.005302649306984846
1896,-3938.466924726593,774263682.6811278,FCC_A1,1200.0,0.5,0.5,1.0,1.0,0.0
1897,-51004.95063265199,774263682.6811278,FCC_A1,1200.0,0.0,1.0,1.0,0.0,1.0
1898,-34577.59883720407,774263682.6811278,FCC_A1,1200.0,0.28860249407989835,0.7113975059201018,1.0,0.40568387108221293,0.5943161289177871
1899,-39256.50409093725,774263682.6811278,FCC_A1,1200.0,0.2347499945252652,0.7652500054747349,1.0,0.3067624865675556,0.6932375134324443
1900,-14436.639301151721,774263682.6811278,FCC_A1,1200.0,0.4479309878815178,0.5520690121184821,1.0,0.8113677421644258,0.1886322578355742
1901,-15835.734287349225,774263682.6811278,FCC_A1,1200.0,0.43952762344148283,0.5604723765585172,1.0,0.7842092524529496,0.2157907475470504
1902,-49237.51015710937,774263682.6811278,FCC_A1,1200.0,0.06753032705694106,0.9324696729430588,1.0,0.07242093659067966,0.9275790634093203
1903,-29375.508409834238,774263682.6811278,FCC_A1,1200.0,0.33911734957851347,0.6608826504214864,1.0,0.5131279348341752,0.48687206516582476
1904,-34023.42205558368,774263682.6811278,FCC_A1,1200.0,0.29440060207661023,0.7055993979233898,1.0,0.41723476939329057,0.5827652306067095
1905,-43712.038739823394,774263682.6811278,FCC_A1,1200.0,0.17273958699287792,0.827260413007122,1.0,0.20880920237070594,0.791190797629294
1906,-7019.380428432314,774263682.6811278,FCC_A1,1200.0,0.4871155270238857,0.5128844729761143,1.0,0.9497568218380659,0.050243178161934104
1907,-40392.101067755786,774263682.6811278,FCC_A1,1200.0,0.2201242602584026,0.7798757397415975,1.0,0.28225555564959376,0.7177444443504063
1908,-3938.466940794255,774263682.6811278,FCC_A1,1200.0,0.499999999975,0.500000000025,1.0,0.9999999999,9.999999999e-11
1909,-51004.95063265199,774263682.6811278,FCC_A1,1200.0,0.0,1.0,1.0,0.0,1.0
1910,-3957.4856946241,774263682.6811278,FCC_A1,1200.0,0.4999459411753805,0.5000540588246195,1.0,0.9997837880778467,0.00021621192215327513
1911,-4147.852312363997,774263682.6811278,FCC_A1,1200.0,0.49930352181417914,0.5006964781858207,1.0,0.9972179625135598,0.0027820374864401497
1912,-3938.468234003878,774263682.6811278,FCC_A1,1200.0,0.4999999976283814,0.5000000023716186,1.0,0.9999999905135256,9.486474353018223e-09
1913,-3938.469396033065,774263682.6811278,FCC_A1,1200.0,0.4999999954141957,0.5000000045858043,1.0,0.9999999816567829,1.8343217072612793e-08
1914,-40618.55280088155,774263682.6811278,FCC_A1,1200.0,0.2171216720821679,0.7828783279178322,1.0,0.2773376964714703,0.7226623035285298
1915,-3939.9285445109863,774263682.6811278,FCC_A1,1200.0,0.49999639892742553,0.5000036010725746,1.0,0.999985595813443,1.4404186557041994e-05
1916,-3952.877457880431,774263682.6811278,FCC_A1,1200.0,0.49995971189621186,0.500040288103788,1.0,0.999838860568852,0.00016113943114795374
1917,-6295.880825438893,774263682.6811278,FCC_A1,1200.0,0.4904128356001277,0.5095871643998723,1.0,0.9623728183532141,0.0376271816467859
1918,-3938.466976518524,774263682.6811278,FCC_A1,1200.0,0.49999999991629346,0.5000000000837066,1.0,0.9999999996651738,3.3482614281024546e-10
1919,-4320.692051448811,774263682.6811278,FCC_A1,1200.0,0.49867081356849896,0.5013291864315012,1.0,0.9946973506930152,0.005302649306984846
1920,48345.080399219034,2782559402.2071257,FCC_A1,300.0,0.5,0.5,1.0,1.0,0.0
1921,16245.040212389753,2782559402.2071257,FCC_A1,300.0,0.0,1.0,1.0,0.0,1.0
1922,27628.322696732754,2782559402.2071257,FCC_A1,300.0,0.28860249407989835,0.7113975059201018,1.0,0.40568387108221293,0.5943161289177871
1923,24496.988006236465,2782559402.2071257,FCC_A1,300.0,0.2347499945252652,0.7652500054747349,1.0,0.3067624865675556,0.6932375134324443
1924,41405.93051758729,2782559402.2071257,FCC_A1,300.0,0.4479309878815178,0.5520690121184821,1.0,0.8113677421644258,0.1886322578355742
1925,40445.2390814936,2782559402.2071257,FCC_A1,300.0,0.43952762344148283,0.5604723765585172,1.0,0.7842092524529496,0.2157907475470504
1926,17804.309002197057,2782559402.2071257,FCC_A1,300.0,0.06753032705694106,0.9324696729430588,1.0,0.07242093659067966,0.9275790634093203
1927,31149.918793252644,2782559402.2071257,FCC_A1,300.0,0.33911734957851347,0.6608826504214864,1.0,0.5131279348341752,0.48687206516582476
1928,28001.479206736432,2782559402.2071257,FCC_A1,300.0,0.29440060207661023,0.7055993979233898,1.0,0.41723476939329057,0.5827652306067095
